fasta order,tip_labels,tip_labels_alt1,tip_labels_alt2,processid,detailed_species,species,info_group,info_group_species,BIN,region_NZ,Locality,Source_type,Genus,family,order,sampleid,GMYC_spec,country,region_public,,,,new_labels,,,,,,,,new_labels_subsets
122,NZPL547_12|Euchlanis_pyriformis,NZPL547-12|Euchlanis_pyriformis,NZPL547-12_Euchlanis-pyriformis_Chapel_Lake,NZPL547-12,Euchlanis-pyriformis,Euchlanis pyriformis,Euchlanis,Euchlanis pyriformis,BOLD:ABU8292,north island,Chapel Lake,DS-NZROT,Euchlanis,Euchlanidae,Ploima,NA,GMYC:60,NA,NA,italic(`,`)~(`,`),italic(`Euchlanis pyriformis`)~(`BOLD:ABU8292`)~(`GMYC:60`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ABU8292,`)~(`,GMYC:60,`)~(`,Chapel Lake,`),(`BOLD:ABU8292`)~(`GMYC:60`)~(`Chapel Lake`)
123,NZPL555_12|Collotheca_sp.,NZPL555-12|Collotheca_sp.,NZPL555-12_Collotheca-sp._Lake_Taupo,NZPL555-12,Collotheca-sp.,Collotheca sp.,Collotheca,Collotheca sp.,BOLD:ABU9596,north island,Lake Taupo,DS-NZROT,Collotheca,Collothecidae,Collothecaceae,NA,GMYC:70,NA,NA,italic(`,`)~(`,`),italic(`Collotheca sp.`)~(`BOLD:ABU9596`)~(`GMYC:70`)~(`north island`)~(`Lake Taupo`),(`,BOLD:ABU9596,`)~(`,GMYC:70,`)~(`,Lake Taupo,`),(`BOLD:ABU9596`)~(`GMYC:70`)~(`Lake Taupo`)
124,NZPL556_12|Ascomorpha_ovalis,NZPL556-12|Ascomorpha_ovalis,NZPL556-12_Ascomorpha-ovalis_Lake_Taupo,NZPL556-12,Ascomorpha-ovalis,Ascomorpha ovalis,Ascomorpha,Ascomorpha ovalis,BOLD:ABV4107,north island,Lake Taupo,DS-NZROT,Ascomorpha,Gastropodidae,Ploima,NA,GMYC:22,NA,NA,italic(`,`)~(`,`),italic(`Ascomorpha ovalis`)~(`BOLD:ABV4107`)~(`GMYC:22`)~(`north island`)~(`Lake Taupo`),(`,BOLD:ABV4107,`)~(`,GMYC:22,`)~(`,Lake Taupo,`),(`BOLD:ABV4107`)~(`GMYC:22`)~(`Lake Taupo`)
125,NZPL557_12|Ascomorpha_ovalis,NZPL557-12|Ascomorpha_ovalis,NZPL557-12_Ascomorpha-ovalis_Lake_Taupo,NZPL557-12,Ascomorpha-ovalis,Ascomorpha ovalis,Ascomorpha,Ascomorpha ovalis,BOLD:ABV4107,north island,Lake Taupo,DS-NZROT,Ascomorpha,Gastropodidae,Ploima,NA,GMYC:22,NA,NA,italic(`,`)~(`,`),italic(`Ascomorpha ovalis`)~(`BOLD:ABV4107`)~(`GMYC:22`)~(`north island`)~(`Lake Taupo`),(`,BOLD:ABV4107,`)~(`,GMYC:22,`)~(`,Lake Taupo,`),(`BOLD:ABV4107`)~(`GMYC:22`)~(`Lake Taupo`)
126,NZPL558_12|Asplanchna_priodonta,NZPL558-12|Asplanchna_priodonta,NZPL558-12_Asplanchna-priodonta_Lake_Taupo,NZPL558-12,Asplanchna-priodonta,Asplanchna priodonta,Asplanchna,Asplanchna priodonta,BOLD:AAZ3168,north island,Lake Taupo,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:63,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna priodonta`)~(`BOLD:AAZ3168`)~(`GMYC:63`)~(`north island`)~(`Lake Taupo`),(`,BOLD:AAZ3168,`)~(`,GMYC:63,`)~(`,Lake Taupo,`),(`BOLD:AAZ3168`)~(`GMYC:63`)~(`Lake Taupo`)
127,NZPL559_12|Asplanchna_priodonta,NZPL559-12|Asplanchna_priodonta,NZPL559-12_Asplanchna-priodonta_Lake_Taupo,NZPL559-12,Asplanchna-priodonta,Asplanchna priodonta,Asplanchna,Asplanchna priodonta,BOLD:AAZ3168,north island,Lake Taupo,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:63,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna priodonta`)~(`BOLD:AAZ3168`)~(`GMYC:63`)~(`north island`)~(`Lake Taupo`),(`,BOLD:AAZ3168,`)~(`,GMYC:63,`)~(`,Lake Taupo,`),(`BOLD:AAZ3168`)~(`GMYC:63`)~(`Lake Taupo`)
128,NZPL560_12|Asplanchna_priodonta,NZPL560-12|Asplanchna_priodonta,NZPL560-12_Asplanchna-priodonta_Lake_Taupo,NZPL560-12,Asplanchna-priodonta,Asplanchna priodonta,Asplanchna,Asplanchna priodonta,BOLD:AAZ3168,north island,Lake Taupo,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:63,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna priodonta`)~(`BOLD:AAZ3168`)~(`GMYC:63`)~(`north island`)~(`Lake Taupo`),(`,BOLD:AAZ3168,`)~(`,GMYC:63,`)~(`,Lake Taupo,`),(`BOLD:AAZ3168`)~(`GMYC:63`)~(`Lake Taupo`)
129,NZPL561_12|Lecane_lunaris,NZPL561-12|Lecane_lunaris,NZPL561-12_Lecane-lunaris_Lake_Tarawera,NZPL561-12,Lecane-lunaris,Lecane lunaris,Lecane,Lecane lunaris,BOLD:ABU8293,north island,Lake Tarawera,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:107,NA,NA,italic(`,`)~(`,`),italic(`Lecane lunaris`)~(`BOLD:ABU8293`)~(`GMYC:107`)~(`north island`)~(`Lake Tarawera`),(`,BOLD:ABU8293,`)~(`,GMYC:107,`)~(`,Lake Tarawera,`),(`BOLD:ABU8293`)~(`GMYC:107`)~(`Lake Tarawera`)
130,NZPL562_12|Keratella_cochlearis,NZPL562-12|Keratella_cochlearis,NZPL562-12_Keratella-cochlearis_Lake_Tarawera,NZPL562-12,Keratella-cochlearis,Keratella cochlearis,Keratella,Keratella cochlearis,BOLD:AAZ5138,north island,Lake Tarawera,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:40,NA,NA,italic(`,`)~(`,`),italic(`Keratella cochlearis`)~(`BOLD:AAZ5138`)~(`GMYC:40`)~(`north island`)~(`Lake Tarawera`),(`,BOLD:AAZ5138,`)~(`,GMYC:40,`)~(`,Lake Tarawera,`),(`BOLD:AAZ5138`)~(`GMYC:40`)~(`Lake Tarawera`)
131,NZPL563_12|Keratella_cochlearis,NZPL563-12|Keratella_cochlearis,NZPL563-12_Keratella-cochlearis_Lake_Tarawera,NZPL563-12,Keratella-cochlearis,Keratella cochlearis,Keratella,Keratella cochlearis,BOLD:AAZ5138,north island,Lake Tarawera,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:40,NA,NA,italic(`,`)~(`,`),italic(`Keratella cochlearis`)~(`BOLD:AAZ5138`)~(`GMYC:40`)~(`north island`)~(`Lake Tarawera`),(`,BOLD:AAZ5138,`)~(`,GMYC:40,`)~(`,Lake Tarawera,`),(`BOLD:AAZ5138`)~(`GMYC:40`)~(`Lake Tarawera`)
132,NZPL564_12|Keratella_cochlearis,NZPL564-12|Keratella_cochlearis,NZPL564-12_Keratella-cochlearis_Lake_Tarawera,NZPL564-12,Keratella-cochlearis,Keratella cochlearis,Keratella,Keratella cochlearis,BOLD:AAZ5138,north island,Lake Tarawera,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:40,NA,NA,italic(`,`)~(`,`),italic(`Keratella cochlearis`)~(`BOLD:AAZ5138`)~(`GMYC:40`)~(`north island`)~(`Lake Tarawera`),(`,BOLD:AAZ5138,`)~(`,GMYC:40,`)~(`,Lake Tarawera,`),(`BOLD:AAZ5138`)~(`GMYC:40`)~(`Lake Tarawera`)
133,NZPL573_12|Collotheca_sp.,NZPL573-12|Collotheca_sp.,NZPL573-12_Collotheca-sp._Lake_Rotoiti,NZPL573-12,Collotheca-sp.,Collotheca sp.,Collotheca,Collotheca sp.,BOLD:ABU9596,north island,Lake Rotoiti,DS-NZROT,Collotheca,Collothecidae,Collothecaceae,NA,GMYC:70,NA,NA,italic(`,`)~(`,`),italic(`Collotheca sp.`)~(`BOLD:ABU9596`)~(`GMYC:70`)~(`north island`)~(`Lake Rotoiti`),(`,BOLD:ABU9596,`)~(`,GMYC:70,`)~(`,Lake Rotoiti,`),(`BOLD:ABU9596`)~(`GMYC:70`)~(`Lake Rotoiti`)
134,NZPL578_12|Asplanchna_priodonta,NZPL578-12|Asplanchna_priodonta,NZPL578-12_Asplanchna-priodonta_Lake_Rotoiti,NZPL578-12,Asplanchna-priodonta,Asplanchna priodonta,Asplanchna,Asplanchna priodonta,BOLD:AAZ3168,north island,Lake Rotoiti,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:63,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna priodonta`)~(`BOLD:AAZ3168`)~(`GMYC:63`)~(`north island`)~(`Lake Rotoiti`),(`,BOLD:AAZ3168,`)~(`,GMYC:63,`)~(`,Lake Rotoiti,`),(`BOLD:AAZ3168`)~(`GMYC:63`)~(`Lake Rotoiti`)
135,NZPL579_12|Asplanchna_priodonta,NZPL579-12|Asplanchna_priodonta,NZPL579-12_Asplanchna-priodonta_Lake_Rotoiti,NZPL579-12,Asplanchna-priodonta,Asplanchna priodonta,Asplanchna,Asplanchna priodonta,BOLD:AAZ3168,north island,Lake Rotoiti,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:62,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna priodonta`)~(`BOLD:AAZ3168`)~(`GMYC:62`)~(`north island`)~(`Lake Rotoiti`),(`,BOLD:AAZ3168,`)~(`,GMYC:62,`)~(`,Lake Rotoiti,`),(`BOLD:AAZ3168`)~(`GMYC:62`)~(`Lake Rotoiti`)
136,NZPL845_17|Trichocerca_similis,NZPL845-17|Trichocerca_similis,NZPL845-17_Trichocerca-similis_Lake_Lyndon,NZPL845-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH5614,south island,Lake Lyndon,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:5,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH5614`)~(`GMYC:5`)~(`south island`)~(`Lake Lyndon`),(`,BOLD:ADH5614,`)~(`,GMYC:5,`)~(`,Lake Lyndon,`),(`BOLD:ADH5614`)~(`GMYC:5`)~(`Lake Lyndon`)
137,NZPL846_17|Trichocerca_similis,NZPL846-17|Trichocerca_similis,NZPL846-17_Trichocerca-similis_Lake_Lyndon,NZPL846-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH5615,south island,Lake Lyndon,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:8,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH5615`)~(`GMYC:8`)~(`south island`)~(`Lake Lyndon`),(`,BOLD:ADH5615,`)~(`,GMYC:8,`)~(`,Lake Lyndon,`),(`BOLD:ADH5615`)~(`GMYC:8`)~(`Lake Lyndon`)
138,NZPL848_17|Trichocerca_similis,NZPL848-17|Trichocerca_similis,NZPL848-17_Trichocerca-similis_Lake_Lyndon,NZPL848-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH5614,south island,Lake Lyndon,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:5,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH5614`)~(`GMYC:5`)~(`south island`)~(`Lake Lyndon`),(`,BOLD:ADH5614,`)~(`,GMYC:5,`)~(`,Lake Lyndon,`),(`BOLD:ADH5614`)~(`GMYC:5`)~(`Lake Lyndon`)
139,NZPL850_17|Trichocerca_similis,NZPL850-17|Trichocerca_similis,NZPL850-17_Trichocerca-similis_Lake_Lyndon,NZPL850-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH5614,south island,Lake Lyndon,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:5,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH5614`)~(`GMYC:5`)~(`south island`)~(`Lake Lyndon`),(`,BOLD:ADH5614,`)~(`,GMYC:5,`)~(`,Lake Lyndon,`),(`BOLD:ADH5614`)~(`GMYC:5`)~(`Lake Lyndon`)
140,NZPL853_17|Trichocerca_similis,NZPL853-17|Trichocerca_similis,NZPL853-17_Trichocerca-similis_Lake_Camp,NZPL853-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6529,south island,Lake Camp,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:6,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6529`)~(`GMYC:6`)~(`south island`)~(`Lake Camp`),(`,BOLD:ADH6529,`)~(`,GMYC:6,`)~(`,Lake Camp,`),(`BOLD:ADH6529`)~(`GMYC:6`)~(`Lake Camp`)
141,NZPL854_17|Trichocerca_similis,NZPL854-17|Trichocerca_similis,NZPL854-17_Trichocerca-similis_Lake_Camp,NZPL854-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6529,south island,Lake Camp,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:6,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6529`)~(`GMYC:6`)~(`south island`)~(`Lake Camp`),(`,BOLD:ADH6529,`)~(`,GMYC:6,`)~(`,Lake Camp,`),(`BOLD:ADH6529`)~(`GMYC:6`)~(`Lake Camp`)
142,NZPL855_17|Trichocerca_similis,NZPL855-17|Trichocerca_similis,NZPL855-17_Trichocerca-similis_Lake_Camp,NZPL855-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6529,south island,Lake Camp,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:6,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6529`)~(`GMYC:6`)~(`south island`)~(`Lake Camp`),(`,BOLD:ADH6529,`)~(`,GMYC:6,`)~(`,Lake Camp,`),(`BOLD:ADH6529`)~(`GMYC:6`)~(`Lake Camp`)
143,NZPL857_17|Trichocerca_similis,NZPL857-17|Trichocerca_similis,NZPL857-17_Trichocerca-similis_Lake_Camp,NZPL857-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6529,south island,Lake Camp,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:7,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6529`)~(`GMYC:7`)~(`south island`)~(`Lake Camp`),(`,BOLD:ADH6529,`)~(`,GMYC:7,`)~(`,Lake Camp,`),(`BOLD:ADH6529`)~(`GMYC:7`)~(`Lake Camp`)
144,NZPL861_17|Lecane_bulla,NZPL861-17|Lecane_bulla,NZPL861-17_Lecane-bulla_Lake_Clearwater,NZPL861-17,Lecane-bulla,Lecane bulla,Lecane,Lecane bulla,BOLD:ABV4669,south island,Lake Clearwater,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:50,NA,NA,italic(`,`)~(`,`),italic(`Lecane bulla`)~(`BOLD:ABV4669`)~(`GMYC:50`)~(`south island`)~(`Lake Clearwater`),(`,BOLD:ABV4669,`)~(`,GMYC:50,`)~(`,Lake Clearwater,`),(`BOLD:ABV4669`)~(`GMYC:50`)~(`Lake Clearwater`)
145,NZPL862_17|Lecane_bulla,NZPL862-17|Lecane_bulla,NZPL862-17_Lecane-bulla_Lake_Clearwater,NZPL862-17,Lecane-bulla,Lecane bulla,Lecane,Lecane bulla,BOLD:ABV4669,south island,Lake Clearwater,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:50,NA,NA,italic(`,`)~(`,`),italic(`Lecane bulla`)~(`BOLD:ABV4669`)~(`GMYC:50`)~(`south island`)~(`Lake Clearwater`),(`,BOLD:ABV4669,`)~(`,GMYC:50,`)~(`,Lake Clearwater,`),(`BOLD:ABV4669`)~(`GMYC:50`)~(`Lake Clearwater`)
146,NZPL863_17|Lecane_bulla,NZPL863-17|Lecane_bulla,NZPL863-17_Lecane-bulla_Lake_Clearwater,NZPL863-17,Lecane-bulla,Lecane bulla,Lecane,Lecane bulla,BOLD:ABV4669,south island,Lake Clearwater,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:50,NA,NA,italic(`,`)~(`,`),italic(`Lecane bulla`)~(`BOLD:ABV4669`)~(`GMYC:50`)~(`south island`)~(`Lake Clearwater`),(`,BOLD:ABV4669,`)~(`,GMYC:50,`)~(`,Lake Clearwater,`),(`BOLD:ABV4669`)~(`GMYC:50`)~(`Lake Clearwater`)
147,NZPL864_17|Lecane_lunaris,NZPL864-17|Lecane_lunaris,NZPL864-17_Lecane-lunaris_Lake_Hawea,NZPL864-17,Lecane-lunaris,Lecane lunaris,Lecane,Lecane lunaris,BOLD:ADH4191,south island,Lake Hawea,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:38,NA,NA,italic(`,`)~(`,`),italic(`Lecane lunaris`)~(`BOLD:ADH4191`)~(`GMYC:38`)~(`south island`)~(`Lake Hawea`),(`,BOLD:ADH4191,`)~(`,GMYC:38,`)~(`,Lake Hawea,`),(`BOLD:ADH4191`)~(`GMYC:38`)~(`Lake Hawea`)
148,NZPL867_17|Polyarthra_dolichoptera,NZPL867-17|Polyarthra_dolichoptera,NZPL867-17_Polyarthra-dolichoptera_Lake_Hawea,NZPL867-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Hawea,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:26,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:26`)~(`south island`)~(`Lake Hawea`),(`,BOLD:ADH5862,`)~(`,GMYC:26,`)~(`,Lake Hawea,`),(`BOLD:ADH5862`)~(`GMYC:26`)~(`Lake Hawea`)
149,NZPL868_17|Lecane_lunaris,NZPL868-17|Lecane_lunaris,NZPL868-17_Lecane-lunaris_Lake_Hawea,NZPL868-17,Lecane-lunaris,Lecane lunaris,Lecane,Lecane lunaris,BOLD:ADH4191,south island,Lake Hawea,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:38,NA,NA,italic(`,`)~(`,`),italic(`Lecane lunaris`)~(`BOLD:ADH4191`)~(`GMYC:38`)~(`south island`)~(`Lake Hawea`),(`,BOLD:ADH4191,`)~(`,GMYC:38,`)~(`,Lake Hawea,`),(`BOLD:ADH4191`)~(`GMYC:38`)~(`Lake Hawea`)
150,NZPL869_17|Lecane_lunaris,NZPL869-17|Lecane_lunaris,NZPL869-17_Lecane-lunaris_Lake_Wanaka,NZPL869-17,Lecane-lunaris,Lecane lunaris,Lecane,Lecane lunaris,BOLD:ADH4189,south island,Lake Wanaka,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:104,NA,NA,italic(`,`)~(`,`),italic(`Lecane lunaris`)~(`BOLD:ADH4189`)~(`GMYC:104`)~(`south island`)~(`Lake Wanaka`),(`,BOLD:ADH4189,`)~(`,GMYC:104,`)~(`,Lake Wanaka,`),(`BOLD:ADH4189`)~(`GMYC:104`)~(`Lake Wanaka`)
151,NZPL870_17|Lecane_lunaris,NZPL870-17|Lecane_lunaris,NZPL870-17_Lecane-lunaris_Lake_Wanaka,NZPL870-17,Lecane-lunaris,Lecane lunaris,Lecane,Lecane lunaris,BOLD:ADH4190,south island,Lake Wanaka,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:103,NA,NA,italic(`,`)~(`,`),italic(`Lecane lunaris`)~(`BOLD:ADH4190`)~(`GMYC:103`)~(`south island`)~(`Lake Wanaka`),(`,BOLD:ADH4190,`)~(`,GMYC:103,`)~(`,Lake Wanaka,`),(`BOLD:ADH4190`)~(`GMYC:103`)~(`Lake Wanaka`)
152,NZPL873_17|Trichocerca_similis,NZPL873-17|Trichocerca_similis,NZPL873-17_Trichocerca-similis_Lake_Selfe,NZPL873-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6530,south island,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:9,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6530`)~(`GMYC:9`)~(`south island`)~(`Lake Selfe`),(`,BOLD:ADH6530,`)~(`,GMYC:9,`)~(`,Lake Selfe,`),(`BOLD:ADH6530`)~(`GMYC:9`)~(`Lake Selfe`)
153,NZPL874_17|Trichocerca_similis,NZPL874-17|Trichocerca_similis,NZPL874-17_Trichocerca-similis_Lake_Selfe,NZPL874-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6530,south island,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:9,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6530`)~(`GMYC:9`)~(`south island`)~(`Lake Selfe`),(`,BOLD:ADH6530,`)~(`,GMYC:9,`)~(`,Lake Selfe,`),(`BOLD:ADH6530`)~(`GMYC:9`)~(`Lake Selfe`)
154,NZPL875_17|Trichocerca_similis,NZPL875-17|Trichocerca_similis,NZPL875-17_Trichocerca-similis_Lake_Selfe,NZPL875-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6530,south island,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:9,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6530`)~(`GMYC:9`)~(`south island`)~(`Lake Selfe`),(`,BOLD:ADH6530,`)~(`,GMYC:9,`)~(`,Lake Selfe,`),(`BOLD:ADH6530`)~(`GMYC:9`)~(`Lake Selfe`)
155,NZPL877_17|Trichocerca_similis,NZPL877-17|Trichocerca_similis,NZPL877-17_Trichocerca-similis_Lake_Selfe,NZPL877-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6530,south island,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:9,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6530`)~(`GMYC:9`)~(`south island`)~(`Lake Selfe`),(`,BOLD:ADH6530,`)~(`,GMYC:9,`)~(`,Lake Selfe,`),(`BOLD:ADH6530`)~(`GMYC:9`)~(`Lake Selfe`)
156,NZPL878_17|Trichocerca_similis,NZPL878-17|Trichocerca_similis,NZPL878-17_Trichocerca-similis_Lake_Selfe,NZPL878-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6529,south island,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:7,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6529`)~(`GMYC:7`)~(`south island`)~(`Lake Selfe`),(`,BOLD:ADH6529,`)~(`,GMYC:7,`)~(`,Lake Selfe,`),(`BOLD:ADH6529`)~(`GMYC:7`)~(`Lake Selfe`)
157,NZPL879_17|Trichocerca_similis,NZPL879-17|Trichocerca_similis,NZPL879-17_Trichocerca-similis_Lake_Selfe,NZPL879-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6529,south island,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:6,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6529`)~(`GMYC:6`)~(`south island`)~(`Lake Selfe`),(`,BOLD:ADH6529,`)~(`,GMYC:6,`)~(`,Lake Selfe,`),(`BOLD:ADH6529`)~(`GMYC:6`)~(`Lake Selfe`)
158,NZPL880_17|Trichocerca_similis,NZPL880-17|Trichocerca_similis,NZPL880-17_Trichocerca-similis_Lake_Selfe,NZPL880-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6529,south island,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:6,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6529`)~(`GMYC:6`)~(`south island`)~(`Lake Selfe`),(`,BOLD:ADH6529,`)~(`,GMYC:6,`)~(`,Lake Selfe,`),(`BOLD:ADH6529`)~(`GMYC:6`)~(`Lake Selfe`)
159,NZPL881_17|Trichocerca_similis,NZPL881-17|Trichocerca_similis,NZPL881-17_Trichocerca-similis_Lake_Selfe,NZPL881-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH5615,south island,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:8,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH5615`)~(`GMYC:8`)~(`south island`)~(`Lake Selfe`),(`,BOLD:ADH5615,`)~(`,GMYC:8,`)~(`,Lake Selfe,`),(`BOLD:ADH5615`)~(`GMYC:8`)~(`Lake Selfe`)
160,NZPL882_17|Trichocerca_similis,NZPL882-17|Trichocerca_similis,NZPL882-17_Trichocerca-similis_Lake_Selfe,NZPL882-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6529,south island,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:7,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6529`)~(`GMYC:7`)~(`south island`)~(`Lake Selfe`),(`,BOLD:ADH6529,`)~(`,GMYC:7,`)~(`,Lake Selfe,`),(`BOLD:ADH6529`)~(`GMYC:7`)~(`Lake Selfe`)
161,NZPL883_17|Trichocerca_similis,NZPL883-17|Trichocerca_similis,NZPL883-17_Trichocerca-similis_Lake_Selfe,NZPL883-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6529,south island,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:6,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6529`)~(`GMYC:6`)~(`south island`)~(`Lake Selfe`),(`,BOLD:ADH6529,`)~(`,GMYC:6,`)~(`,Lake Selfe,`),(`BOLD:ADH6529`)~(`GMYC:6`)~(`Lake Selfe`)
162,NZPL884_17|Trichocerca_similis,NZPL884-17|Trichocerca_similis,NZPL884-17_Trichocerca-similis_Lake_Selfe,NZPL884-17,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ADH6530,south island,Lake Selfe,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:9,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ADH6530`)~(`GMYC:9`)~(`south island`)~(`Lake Selfe`),(`,BOLD:ADH6530,`)~(`,GMYC:9,`)~(`,Lake Selfe,`),(`BOLD:ADH6530`)~(`GMYC:9`)~(`Lake Selfe`)
