fasta order,tip_labels,tip_labels_xx,processid,species,species_name_tidy,species_name_barcode_gap,Locality,Source_type,Genus,family,order,sampleid,bin_uri,genus_name,species_name,country,region,tip_labels_previous,new_names_public,new_names_NZ,new_labels
150,NZPL869_17|Lecane_lunaris,NZPL869-17|Lecane_lunaris,NZPL869-17,Lecane-lunaris,Lecane lunaris,Lecane lunaris,Lake Wanaka,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ADH4189,NA,NA,NA,NA,NZPL869-17_Lecane-lunaris_Lake_Wanaka,Lecane-lunaris (NA)(NZPL869-17)(NA),Lecane-lunaris (NZPL869-17)(Lake Wanaka),Lecane-lunaris (NZPL869-17)(Lake Wanaka)
151,NZPL870_17|Lecane_lunaris,NZPL870-17|Lecane_lunaris,NZPL870-17,Lecane-lunaris,Lecane lunaris,Lecane lunaris,Lake Wanaka,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ADH4190,NA,NA,NA,NA,NZPL870-17_Lecane-lunaris_Lake_Wanaka,Lecane-lunaris (NA)(NZPL870-17)(NA),Lecane-lunaris (NZPL870-17)(Lake Wanaka),Lecane-lunaris (NZPL870-17)(Lake Wanaka)
236,NZPLR045_11|Lecane_lunaris,NZPLR045-11|Lecane_lunaris,NZPLR045-11,Lecane-lunaris,Lecane lunaris,Lecane lunaris,Pathways College Pond,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:AAZ3847,NA,NA,NA,NA,NZPLR045-11_Lecane-lunaris_Pathways_College_Pond,Lecane-lunaris (NA)(NZPLR045-11)(NA),Lecane-lunaris (NZPLR045-11)(Pathways College Pond),Lecane-lunaris (NZPLR045-11)(Pathways College Pond)
260,NZPLR179_12|Lecane_decipiens,NZPLR179-12|Lecane_decipiens,NZPLR179-12,Lecane-decipiens,Lecane decipiens,Lecane decipiens,NA,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ABU8977,NA,NA,NA,NA,NZPLR179-12_Lecane-decipiens_,Lecane-decipiens (NA)(NZPLR179-12)(NA),Lecane-decipiens (NZPLR179-12)(),Lecane-decipiens (NZPLR179-12)()
261,NZPLR180_12|Lecane_decipiens,NZPLR180-12|Lecane_decipiens,NZPLR180-12,Lecane-decipiens,Lecane decipiens,Lecane decipiens,NA,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ABU8977,NA,NA,NA,NA,NZPLR180-12_Lecane-decipiens_,Lecane-decipiens (NA)(NZPLR180-12)(NA),Lecane-decipiens (NZPLR180-12)(),Lecane-decipiens (NZPLR180-12)()
268,NZPLR192_12|Lecane_lunaris,NZPLR192-12|Lecane_lunaris,NZPLR192-12,Lecane-lunaris,Lecane lunaris,Lecane lunaris,Chapel Lake,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACA2793,NA,NA,NA,NA,NZPLR192-12_Lecane-lunaris_Chapel_Lake,Lecane-lunaris (NA)(NZPLR192-12)(NA),Lecane-lunaris (NZPLR192-12)(Chapel Lake),Lecane-lunaris (NZPLR192-12)(Chapel Lake)
269,NZPLR193_12|Lecane_bulla,NZPLR193-12|Lecane_bulla,NZPLR193-12,Lecane-bulla,Lecane bulla,Lecane bulla,Chapel Lake,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACA3088,NA,NA,NA,NA,NZPLR193-12_Lecane-bulla_Chapel_Lake,Lecane-bulla (NA)(NZPLR193-12)(NA),Lecane-bulla (NZPLR193-12)(Chapel Lake),Lecane-bulla (NZPLR193-12)(Chapel Lake)
270,NZPLR194_12|Lecane_bulla,NZPLR194-12|Lecane_bulla,NZPLR194-12,Lecane-bulla,Lecane bulla,Lecane bulla,Chapel Lake,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACA3088,NA,NA,NA,NA,NZPLR194-12_Lecane-bulla_Chapel_Lake,Lecane-bulla (NA)(NZPLR194-12)(NA),Lecane-bulla (NZPLR194-12)(Chapel Lake),Lecane-bulla (NZPLR194-12)(Chapel Lake)
271,NZPLR195_12|Lecane_bulla,NZPLR195-12|Lecane_bulla,NZPLR195-12,Lecane-bulla,Lecane bulla,Lecane bulla,Chapel Lake,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACA3088,NA,NA,NA,NA,NZPLR195-12_Lecane-bulla_Chapel_Lake,Lecane-bulla (NA)(NZPLR195-12)(NA),Lecane-bulla (NZPLR195-12)(Chapel Lake),Lecane-bulla (NZPLR195-12)(Chapel Lake)
284,NZPLR212_12|Lecane_luna,NZPLR212-12|Lecane_luna,NZPLR212-12,Lecane-luna,Lecane luna,Lecane luna,Lake Taupo,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ABU8861,NA,NA,NA,NA,NZPLR212-12_Lecane-luna_Lake_Taupo,Lecane-luna (NA)(NZPLR212-12)(NA),Lecane-luna (NZPLR212-12)(Lake Taupo),Lecane-luna (NZPLR212-12)(Lake Taupo)
288,NZPLR216_13|Lecane_ludwigii,NZPLR216-13|Lecane_ludwigii,NZPLR216-13,Lecane-ludwigii,Lecane ludwigii,Lecane ludwigii,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACC7351,NA,NA,NA,NA,NZPLR216-13_Lecane-ludwigii_University_of_Waikato_aquarium,Lecane-ludwigii (NA)(NZPLR216-13)(NA),Lecane-ludwigii (NZPLR216-13)(University of Waikato aquarium),Lecane-ludwigii (NZPLR216-13)(University of Waikato aquarium)
289,NZPLR217_13|Lecane_ludwigii,NZPLR217-13|Lecane_ludwigii,NZPLR217-13,Lecane-ludwigii,Lecane ludwigii,Lecane ludwigii,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACC7351,NA,NA,NA,NA,NZPLR217-13_Lecane-ludwigii_University_of_Waikato_aquarium,Lecane-ludwigii (NA)(NZPLR217-13)(NA),Lecane-ludwigii (NZPLR217-13)(University of Waikato aquarium),Lecane-ludwigii (NZPLR217-13)(University of Waikato aquarium)
290,NZPLR218_13|Lecane_ludwigii,NZPLR218-13|Lecane_ludwigii,NZPLR218-13,Lecane-ludwigii,Lecane ludwigii,Lecane ludwigii,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACC7351,NA,NA,NA,NA,NZPLR218-13_Lecane-ludwigii_University_of_Waikato_aquarium,Lecane-ludwigii (NA)(NZPLR218-13)(NA),Lecane-ludwigii (NZPLR218-13)(University of Waikato aquarium),Lecane-ludwigii (NZPLR218-13)(University of Waikato aquarium)
292,NZPLR220_13|Lecane_hamata,NZPLR220-13|Lecane_hamata,NZPLR220-13,Lecane-hamata,Lecane hamata,Lecane hamata,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACC8864,NA,NA,NA,NA,NZPLR220-13_Lecane-hamata_University_of_Waikato_aquarium,Lecane-hamata (NA)(NZPLR220-13)(NA),Lecane-hamata (NZPLR220-13)(University of Waikato aquarium),Lecane-hamata (NZPLR220-13)(University of Waikato aquarium)
297,NZPLR227_13|Lecane_bulla,NZPLR227-13|Lecane_bulla,NZPLR227-13,Lecane-bulla,Lecane bulla,Lecane bulla,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACC8387,NA,NA,NA,NA,NZPLR227-13_Lecane-bulla_University_of_Waikato_aquarium,Lecane-bulla (NA)(NZPLR227-13)(NA),Lecane-bulla (NZPLR227-13)(University of Waikato aquarium),Lecane-bulla (NZPLR227-13)(University of Waikato aquarium)
298,NZPLR228_13|Lecane_bulla,NZPLR228-13|Lecane_bulla,NZPLR228-13,Lecane-bulla,Lecane bulla,Lecane bulla,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACC8387,NA,NA,NA,NA,NZPLR228-13_Lecane-bulla_University_of_Waikato_aquarium,Lecane-bulla (NA)(NZPLR228-13)(NA),Lecane-bulla (NZPLR228-13)(University of Waikato aquarium),Lecane-bulla (NZPLR228-13)(University of Waikato aquarium)
299,NZPLR229_13|Lecane_bulla,NZPLR229-13|Lecane_bulla,NZPLR229-13,Lecane-bulla,Lecane bulla,Lecane bulla,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACC8387,NA,NA,NA,NA,NZPLR229-13_Lecane-bulla_University_of_Waikato_aquarium,Lecane-bulla (NA)(NZPLR229-13)(NA),Lecane-bulla (NZPLR229-13)(University of Waikato aquarium),Lecane-bulla (NZPLR229-13)(University of Waikato aquarium)
305,NZPLR240_13|Lecane_hamata,NZPLR240-13|Lecane_hamata,NZPLR240-13,Lecane-hamata,Lecane hamata,Lecane hamata,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACC8864,NA,NA,NA,NA,NZPLR240-13_Lecane-hamata_University_of_Waikato_aquarium,Lecane-hamata (NA)(NZPLR240-13)(NA),Lecane-hamata (NZPLR240-13)(University of Waikato aquarium),Lecane-hamata (NZPLR240-13)(University of Waikato aquarium)
315,NZPLR253_13|Lecane_closterocerca,NZPLR253-13|Lecane_closterocerca,NZPLR253-13,Lecane-closterocerca,Lecane closterocerca,Lecane closterocerca,Turtle Lake,DS-NZROT,Lecane,Lecanidae,Ploima,NA,BOLD:ACM1597,NA,NA,NA,NA,NZPLR253-13_Lecane-closterocerca_Turtle_Lake,Lecane-closterocerca (NA)(NZPLR253-13)(NA),Lecane-closterocerca (NZPLR253-13)(Turtle Lake),Lecane-closterocerca (NZPLR253-13)(Turtle Lake)
267,NZPLR190_12|Lepadella_cf._ovalis,NZPLR190-12|Lepadella_cf._ovalis,NZPLR190-12,Lepadella-cf. ovalis,Lepadella cf. ovalis,Lepadella cf. ovalis,Experimental Ponds,DS-NZROT,Lepadella,Lepadellidae,Ploima,NA,BOLD:ACA3261,NA,NA,NA,NA,NZPLR190-12_Lepadella-cf._ovalis_Experimental_Ponds,Lepadella-cf. ovalis (NA)(NZPLR190-12)(NA),Lepadella-cf. ovalis (NZPLR190-12)(Experimental Ponds),Lepadella-cf. ovalis (NZPLR190-12)(Experimental Ponds)
303,NZPLR234_13|Notommata_pseudocerberus,NZPLR234-13|Notommata_pseudocerberus,NZPLR234-13,Notommata-pseudocerberus,Notommata pseudocerberus,Notommata pseudocerberus,Waikato River,DS-NZROT,Notommata,Notommatidae,Ploima,NA,BOLD:ACC8585,NA,NA,NA,NA,NZPLR234-13_Notommata-pseudocerberus_Waikato_River,Notommata-pseudocerberus (NA)(NZPLR234-13)(NA),Notommata-pseudocerberus (NZPLR234-13)(Waikato River),Notommata-pseudocerberus (NZPLR234-13)(Waikato River)
210,NZPLR001_10|Platyias_quadricornis,NZPLR001-10|Platyias_quadricornis,NZPLR001-10,Platyias-quadricornis,Platyias quadricornis,Platyias quadricornis,Turtle Lake,DS-NZROT,Platyias,Brachionidae,Ploima,NA,BOLD:AAN1828,NA,NA,NA,NA,NZPLR001-10_Platyias-quadricornis_Turtle_Lake,Platyias-quadricornis (NA)(NZPLR001-10)(NA),Platyias-quadricornis (NZPLR001-10)(Turtle Lake),Platyias-quadricornis (NZPLR001-10)(Turtle Lake)
262,NZPLR181_12|Platyias_quadricornis,NZPLR181-12|Platyias_quadricornis,NZPLR181-12,Platyias-quadricornis,Platyias quadricornis,Platyias quadricornis,Turtle Lake,DS-NZROT,Platyias,Brachionidae,Ploima,NA,BOLD:AAN1828,NA,NA,NA,NA,NZPLR181-12_Platyias-quadricornis_Turtle_Lake,Platyias-quadricornis (NA)(NZPLR181-12)(NA),Platyias-quadricornis (NZPLR181-12)(Turtle Lake),Platyias-quadricornis (NZPLR181-12)(Turtle Lake)
98,NZPL496_12|Polyarthra_dolichoptera,NZPL496-12|Polyarthra_dolichoptera,NZPL496-12,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Chapel Lake,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:AAZ5884,NA,NA,NA,NA,NZPL496-12_Polyarthra-dolichoptera_Chapel_Lake,Polyarthra-dolichoptera (NA)(NZPL496-12)(NA),Polyarthra-dolichoptera (NZPL496-12)(Chapel Lake),Polyarthra-dolichoptera (NZPL496-12)(Chapel Lake)
148,NZPL867_17|Polyarthra_dolichoptera,NZPL867-17|Polyarthra_dolichoptera,NZPL867-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Hawea,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL867-17_Polyarthra-dolichoptera_Lake_Hawea,Polyarthra-dolichoptera (NA)(NZPL867-17)(NA),Polyarthra-dolichoptera (NZPL867-17)(Lake Hawea),Polyarthra-dolichoptera (NZPL867-17)(Lake Hawea)
163,NZPL885_17|Polyarthra_dolichoptera,NZPL885-17|Polyarthra_dolichoptera,NZPL885-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL885-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL885-17)(NA),Polyarthra-dolichoptera (NZPL885-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL885-17)(Lake Coleridge)
164,NZPL886_17|Polyarthra_dolichoptera,NZPL886-17|Polyarthra_dolichoptera,NZPL886-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL886-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL886-17)(NA),Polyarthra-dolichoptera (NZPL886-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL886-17)(Lake Coleridge)
165,NZPL887_17|Polyarthra_dolichoptera,NZPL887-17|Polyarthra_dolichoptera,NZPL887-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL887-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL887-17)(NA),Polyarthra-dolichoptera (NZPL887-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL887-17)(Lake Coleridge)
166,NZPL888_17|Polyarthra_dolichoptera,NZPL888-17|Polyarthra_dolichoptera,NZPL888-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL888-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL888-17)(NA),Polyarthra-dolichoptera (NZPL888-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL888-17)(Lake Coleridge)
167,NZPL889_17|Polyarthra_dolichoptera,NZPL889-17|Polyarthra_dolichoptera,NZPL889-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL889-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL889-17)(NA),Polyarthra-dolichoptera (NZPL889-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL889-17)(Lake Coleridge)
168,NZPL890_17|Polyarthra_dolichoptera,NZPL890-17|Polyarthra_dolichoptera,NZPL890-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL890-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL890-17)(NA),Polyarthra-dolichoptera (NZPL890-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL890-17)(Lake Coleridge)
169,NZPL892_17|Polyarthra_dolichoptera,NZPL892-17|Polyarthra_dolichoptera,NZPL892-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:AEC1896,NA,NA,NA,NA,NZPL892-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL892-17)(NA),Polyarthra-dolichoptera (NZPL892-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL892-17)(Lake Coleridge)
170,NZPL893_17|Polyarthra_dolichoptera,NZPL893-17|Polyarthra_dolichoptera,NZPL893-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:AEC1896,NA,NA,NA,NA,NZPL893-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL893-17)(NA),Polyarthra-dolichoptera (NZPL893-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL893-17)(Lake Coleridge)
171,NZPL894_17|Polyarthra_dolichoptera,NZPL894-17|Polyarthra_dolichoptera,NZPL894-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL894-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL894-17)(NA),Polyarthra-dolichoptera (NZPL894-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL894-17)(Lake Coleridge)
172,NZPL895_17|Polyarthra_dolichoptera,NZPL895-17|Polyarthra_dolichoptera,NZPL895-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL895-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL895-17)(NA),Polyarthra-dolichoptera (NZPL895-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL895-17)(Lake Coleridge)
173,NZPL896_17|Polyarthra_dolichoptera,NZPL896-17|Polyarthra_dolichoptera,NZPL896-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL896-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL896-17)(NA),Polyarthra-dolichoptera (NZPL896-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL896-17)(Lake Coleridge)
174,NZPL897_17|Polyarthra_dolichoptera,NZPL897-17|Polyarthra_dolichoptera,NZPL897-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL897-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL897-17)(NA),Polyarthra-dolichoptera (NZPL897-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL897-17)(Lake Coleridge)
175,NZPL898_17|Polyarthra_dolichoptera,NZPL898-17|Polyarthra_dolichoptera,NZPL898-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL898-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL898-17)(NA),Polyarthra-dolichoptera (NZPL898-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL898-17)(Lake Coleridge)
176,NZPL899_17|Polyarthra_dolichoptera,NZPL899-17|Polyarthra_dolichoptera,NZPL899-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL899-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL899-17)(NA),Polyarthra-dolichoptera (NZPL899-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL899-17)(Lake Coleridge)
177,NZPL900_17|Polyarthra_dolichoptera,NZPL900-17|Polyarthra_dolichoptera,NZPL900-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL900-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL900-17)(NA),Polyarthra-dolichoptera (NZPL900-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL900-17)(Lake Coleridge)
178,NZPL901_17|Polyarthra_dolichoptera,NZPL901-17|Polyarthra_dolichoptera,NZPL901-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL901-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL901-17)(NA),Polyarthra-dolichoptera (NZPL901-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL901-17)(Lake Coleridge)
179,NZPL902_17|Polyarthra_dolichoptera,NZPL902-17|Polyarthra_dolichoptera,NZPL902-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL902-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL902-17)(NA),Polyarthra-dolichoptera (NZPL902-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL902-17)(Lake Coleridge)
180,NZPL903_17|Polyarthra_dolichoptera,NZPL903-17|Polyarthra_dolichoptera,NZPL903-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Coleridge,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL903-17_Polyarthra-dolichoptera_Lake_Coleridge,Polyarthra-dolichoptera (NA)(NZPL903-17)(NA),Polyarthra-dolichoptera (NZPL903-17)(Lake Coleridge),Polyarthra-dolichoptera (NZPL903-17)(Lake Coleridge)
181,NZPL904_17|Polyarthra_dolichoptera,NZPL904-17|Polyarthra_dolichoptera,NZPL904-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL904-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL904-17)(NA),Polyarthra-dolichoptera (NZPL904-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL904-17)(Lake Tekapo)
182,NZPL905_17|Polyarthra_dolichoptera,NZPL905-17|Polyarthra_dolichoptera,NZPL905-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL905-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL905-17)(NA),Polyarthra-dolichoptera (NZPL905-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL905-17)(Lake Tekapo)
183,NZPL906_17|Polyarthra_dolichoptera,NZPL906-17|Polyarthra_dolichoptera,NZPL906-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL906-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL906-17)(NA),Polyarthra-dolichoptera (NZPL906-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL906-17)(Lake Tekapo)
184,NZPL907_17|Polyarthra_dolichoptera,NZPL907-17|Polyarthra_dolichoptera,NZPL907-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL907-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL907-17)(NA),Polyarthra-dolichoptera (NZPL907-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL907-17)(Lake Tekapo)
185,NZPL908_17|Polyarthra_dolichoptera,NZPL908-17|Polyarthra_dolichoptera,NZPL908-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL908-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL908-17)(NA),Polyarthra-dolichoptera (NZPL908-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL908-17)(Lake Tekapo)
186,NZPL909_17|Polyarthra_dolichoptera,NZPL909-17|Polyarthra_dolichoptera,NZPL909-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL909-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL909-17)(NA),Polyarthra-dolichoptera (NZPL909-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL909-17)(Lake Tekapo)
187,NZPL910_17|Polyarthra_dolichoptera,NZPL910-17|Polyarthra_dolichoptera,NZPL910-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL910-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL910-17)(NA),Polyarthra-dolichoptera (NZPL910-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL910-17)(Lake Tekapo)
188,NZPL911_17|Polyarthra_dolichoptera,NZPL911-17|Polyarthra_dolichoptera,NZPL911-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH3841,NA,NA,NA,NA,NZPL911-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL911-17)(NA),Polyarthra-dolichoptera (NZPL911-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL911-17)(Lake Tekapo)
